GroupContents,singleContents,clctitem,MIN Value,MAX Value,Types,digit length,SingleMethodName,isUse,4P8S,4P8S Rev,4P7S,3P8S,3P10S,3P10S_Rev,
DCIR,7 Cell DCIR check,W2MLMTQ4025,0.379,0.606,mOhm,3,Cell7_DCIR_C727,1,0,0,0,0,1,0,
DCIR,8 Cell DCIR check,W2MLMTQ4026,0.379,0.606,mOhm,3,Cell8_DCIR_C727,1,0,0,0,0,1,0,
DCIR,9 Cell DCIR check,W2MLMTQ4027,0.379,0.606,mOhm,3,Cell9_DCIR_C727,1,0,0,0,0,1,0,
DCIR,10 Cell DCIR check,W2MLMTQ4028,0.379,0.606,mOhm,3,Cell10_DCIR_C727,1,0,0,0,0,1,0,
DCIR,Cell DCIR Deviation,W2MLMTQ4029,0,0.228,mOhm,3,Cell_DCIR_Deviation_C727,1,0,0,0,0,1,0,
DCIR,Cell DCIR Ratio,W2MLMTQ4030,100,118,%,1,Cell_DCIR_Ratio_C727,1,0,0,0,0,1,0,
Final Delta Temp,Module Temperature1 Rise DCIR,W2MLMTQ4044,0.52,1.24,C,3,Delta_Temp_T1,1,0,0,0,0,1,0,
Final Delta Temp,Module Temperature2 Rise DCIR,W2MLMTQ4045,0.52,1.24,C,3,Delta_Temp_T2,1,0,0,0,0,1,0,
Final Voltages,Final Module voltage check,W2MLMTQ4031,35.73,36.06,V,3,Final_Module_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 1 Cell voltage check,W2MLMTQ4032,3.573,3.606,V,4,Final_Cell1_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 2 Cell voltage check,W2MLMTQ4033,3.573,3.606,V,4,Final_Cell2_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 3 Cell voltage check,W2MLMTQ4034,3.573,3.606,V,4,Final_Cell3_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 4 Cell voltage check,W2MLMTQ4035,3.573,3.606,V,4,Final_Cell4_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 5 Cell voltage check,W2MLMTQ4036,3.573,3.606,V,4,Final_Cell5_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 6 Cell voltage check,W2MLMTQ4037,3.573,3.606,V,4,Final_Cell6_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 7 Cell voltage check,W2MLMTQ4038,3.573,3.606,V,4,Final_Cell7_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 8 Cell voltage check,W2MLMTQ4039,3.573,3.606,V,4,Final_Cell8_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 9 Cell voltage check,W2MLMTQ4040,3.573,3.606,V,4,Final_Cell9_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final 10 Cell voltage check,W2MLMTQ4041,3.573,3.606,V,4,Final_Cell10_Voltage,1,0,0,0,0,1,0,
Final Voltages,Final Cell delta voltage check,W2MLMTQ4042,0,33,mV,0,Final_Cell_Delta_Voltage,1,0,0,0,0,1,0,
Final Thermistor Check,Corrected Temperature1 Rise DCIR,W2MLMTQ4046,0.52,1.24,C,3,Final_Temp1,0,0,0,0,0,0,0,
Final Thermistor Check,Corrected Temperature2 Rise DCIR,W2MLMTQ4047,0.52,1.24,C,3,Final_Temp2,0,0,0,0,0,0,0,
Final Thermistor Check,Final Cell delta temperature check,W2MLMTQ4043,-2.72,2.72,C,2,Final_Cell_Delta_Temperature,1,0,0,0,0,1,0,
,,,,,,,,,,,,,,,
BarcodeReading,BarcodeReading,,,,,,BarcodeReading,1,0,0,0,0,0,1,
Probe Contact Check,(+) Probe Contact check,W2MLMTQ4001,37,500,nF,1,Plus_Probe_Contack,1,0,0,0,0,0,1,
IR Check 500V,(+) Isolation check 500V,W2MLMTQ4048,120,999998,Mohm,0,Plus_IR500,0,0,0,0,0,0,0,
Withstand IR Check,(+) Withstand voltage check,W2MLMTQ4049,0,1,mA,3,WithstandVoltage1,1,0,0,0,0,0,1,
Withstand IR Check,(+) Isolation check,W2MLMTQ4002,160,10000,Mohm,0,Plus_IR,1,0,0,0,0,0,1,
Voltages,Module Voltage check,W2MLMTQ4003,35.7,36,V,3,Module_Voltage,1,0,0,0,0,0,1,
Voltages,1 Cell Voltage check,W2MLMTQ4004,3.57,3.6,V,4,Cell1_Voltage,1,0,0,0,0,0,1,
Voltages,2 Cell Voltage check,W2MLMTQ4005,3.57,3.6,V,4,Cell2_Voltage,1,0,0,0,0,0,1,
Voltages,3 Cell Voltage check,W2MLMTQ4006,3.57,3.6,V,4,Cell3_Voltage,1,0,0,0,0,0,1,
Voltages,4 Cell Voltage check,W2MLMTQ4007,3.57,3.6,V,4,Cell4_Voltage,1,0,0,0,0,0,1,
Voltages,5 Cell Voltage check,W2MLMTQ4008,3.57,3.6,V,4,Cell5_Voltage,1,0,0,0,0,0,1,
Voltages,6 Cell Voltage check,W2MLMTQ4009,3.57,3.6,V,4,Cell6_Voltage,1,0,0,0,0,0,1,
Voltages,7 Cell Voltage check,W2MLMTQ4010,3.57,3.6,V,4,Cell7_Voltage,1,0,0,0,0,0,1,
Voltages,8 Cell Voltage check,W2MLMTQ4011,3.57,3.6,V,4,Cell8_Voltage,1,0,0,0,0,0,1,
Voltages,9 Cell Voltage check,W2MLMTQ4012,3.57,3.6,V,4,Cell9_Voltage,1,0,0,0,0,0,1,
Voltages,10 Cell Voltage check,W2MLMTQ4013,3.57,3.6,V,4,Cell10_Voltage,1,0,0,0,0,0,1,
Voltages,Cell Voltage deviation check,W2MLMTQ4014,0,30,mV,0,Cell_Voltage_Deviation,1,0,0,0,0,0,1,
Thermistor Check,Module thermistor 1 check,W2MLMTQ4015,17.28,28.71,C,2,Module_Thermistor_1,1,0,0,0,0,0,1,
Thermistor Check,Module thermistor 2 check,W2MLMTQ4016,17.28,28.71,C,2,Module_Thermistor_2,1,0,0,0,0,0,1,
Thermistor Check,Thermistor (temperature) difference check,W2MLMTQ4017,-2,2,C,2,Thermistor_Difference,1,0,0,0,0,0,1,
DCIR,Module DCIR check,W2MLMTQ4018,4.7,5.75,mOhm,3,Module_DCIR_C727,1,0,0,0,0,0,1,"3P10S, 3P10S_Rev"
DCIR,1 Cell DCIR check,W2MLMTQ4019,0.455,0.59,mOhm,3,Cell1_DCIR_C727,1,0,0,0,0,0,1,"3P8S, 3P10S, 3P10S_Rev"
DCIR,2 Cell DCIR check,W2MLMTQ4020,0.455,0.59,mOhm,3,Cell2_DCIR_C727,1,0,0,0,0,0,1,
DCIR,3 Cell DCIR check,W2MLMTQ4021,0.455,0.59,mOhm,3,Cell3_DCIR_C727,1,0,0,0,0,0,1,
DCIR,4 Cell DCIR check,W2MLMTQ4022,0.455,0.59,mOhm,3,Cell4_DCIR_C727,1,0,0,0,0,0,1,
DCIR,5 Cell DCIR check,W2MLMTQ4023,0.455,0.59,mOhm,3,Cell5_DCIR_C727,1,0,0,0,0,0,1,
DCIR,6 Cell DCIR check,W2MLMTQ4024,0.455,0.59,mOhm,3,Cell6_DCIR_C727,1,0,0,0,0,0,1,
DCIR,7 Cell DCIR check,W2MLMTQ4025,0.455,0.59,mOhm,3,Cell7_DCIR_C727,1,0,0,0,0,0,1,
DCIR,8 Cell DCIR check,W2MLMTQ4026,0.455,0.59,mOhm,3,Cell8_DCIR_C727,1,0,0,0,0,0,1,
DCIR,9 Cell DCIR check,W2MLMTQ4027,0.455,0.59,mOhm,3,Cell9_DCIR_C727,1,0,0,0,0,0,1,
DCIR,10 Cell DCIR check,W2MLMTQ4028,0.455,0.59,mOhm,3,Cell10_DCIR_C727,1,0,0,0,0,0,1,
DCIR,Cell DCIR Deviation,W2MLMTQ4029,0,0.135,mOhm,3,Cell_DCIR_Deviation_C727,1,0,0,0,0,0,1,
DCIR,Cell DCIR Ratio,W2MLMTQ4030,100,118,%,1,Cell_DCIR_Ratio_C727,1,0,0,0,0,0,1,
Final Delta Temp,Module Temperature1 Rise DCIR,W2MLMTQ4044,0.65,1.24,C,3,Delta_Temp_T1,1,0,0,0,0,0,1,
Final Delta Temp,Module Temperature2 Rise DCIR,W2MLMTQ4045,0.65,1.24,C,3,Delta_Temp_T2,1,0,0,0,0,0,1,
Final Voltages,Final Module voltage check,W2MLMTQ4031,35.73,36.06,V,3,Final_Module_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 1 Cell voltage check,W2MLMTQ4032,3.573,3.606,V,4,Final_Cell1_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 2 Cell voltage check,W2MLMTQ4033,3.573,3.606,V,4,Final_Cell2_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 3 Cell voltage check,W2MLMTQ4034,3.573,3.606,V,4,Final_Cell3_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 4 Cell voltage check,W2MLMTQ4035,3.573,3.606,V,4,Final_Cell4_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 5 Cell voltage check,W2MLMTQ4036,3.573,3.606,V,4,Final_Cell5_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 6 Cell voltage check,W2MLMTQ4037,3.573,3.606,V,4,Final_Cell6_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 7 Cell voltage check,W2MLMTQ4038,3.573,3.606,V,4,Final_Cell7_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 8 Cell voltage check,W2MLMTQ4039,3.573,3.606,V,4,Final_Cell8_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 9 Cell voltage check,W2MLMTQ4040,3.573,3.606,V,4,Final_Cell9_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final 10 Cell voltage check,W2MLMTQ4041,3.573,3.606,V,4,Final_Cell10_Voltage,1,0,0,0,0,0,1,
Final Voltages,Final Cell delta voltage check,W2MLMTQ4042,0,33,mV,0,Final_Cell_Delta_Voltage,1,0,0,0,0,0,1,
Final Thermistor Check,Corrected Temperature1 Rise DCIR,W2MLMTQ4046,0.52,1.24,C,3,Final_Temp1,0,0,0,0,0,0,0,
Final Thermistor Check,Corrected Temperature2 Rise DCIR,W2MLMTQ4047,0.52,1.24,C,3,Final_Temp2,0,0,0,0,0,0,0,
Final Thermistor Check,Final Cell delta temperature check,W2MLMTQ4043,-2.72,2.72,C,2,Final_Cell_Delta_Temperature,1,0,0,0,0,0,1,
